movie_id,title,budget,revenue,popularity,vote_average,vote_count,runtime,release_date,release_year,director,original_language,is_financial_valid
36668,X-Men: The Last Stand,210000000,459359555,3.857526,6.3,3525,104.0,2006-05-24,2006.0,Brett Ratner,en,1
62211,Monsters University,200000000,743559607,89.186492,7.0,3528,104.0,2013-06-20,2013.0,Dan Scanlon,en,1
8373,Transformers: Revenge of the Fallen,150000000,836297228,21.939663,6.0,3138,150.0,2009-06-19,2009.0,Michael Bay,en,1
91314,Transformers: Age of Extinction,210000000,1091405097,116.840296,5.8,3095,165.0,2014-06-25,2014.0,Michael Bay,en,1
68728,Oz: The Great and Powerful,200000000,491868548,46.985445,5.7,3530,130.0,2013-03-07,2013.0,Sam Raimi,en,1
102382,The Amazing Spider-Man 2,200000000,705717432,89.270217,6.5,4179,142.0,2014-04-16,2014.0,Marc Webb,en,1
20526,TRON: Legacy,170000000,400062763,73.79505,6.3,2841,125.0,2010-12-10,2010.0,Joseph Kosinski,en,1
49013,Cars 2,200000000,559852396,49.98659,5.8,2033,106.0,2011-06-11,2011.0,John Lasseter,en,1
44912,Green Lantern,200000000,219851172,51.872839,5.1,2487,114.0,2011-06-16,2011.0,Martin Campbell,en,1
10193,Toy Story 3,200000000,1066969703,59.995418,7.6,4597,103.0,2010-06-16,2010.0,Lee Unkrich,en,1
534,Terminator Salvation,200000000,371353001,71.862892,5.9,2463,115.0,2009-05-20,2009.0,McG,en,1
168259,Furious 7,190000000,1506249360,102.322217,7.3,4176,137.0,2015-04-01,2015.0,James Wan,en,1
72190,World War Z,200000000,531865000,81.834855,6.7,5560,116.0,2013-06-20,2013.0,Marc Forster,en,1
127585,X-Men: Days of Future Past,250000000,747862775,118.078691,7.5,6032,131.0,2014-05-15,2014.0,Bryan Singer,en,1
54138,Star Trek Into Darkness,190000000,467365246,78.291018,7.4,4418,132.0,2013-05-05,2013.0,J.J. Abrams,en,1
81005,Jack the Giant Slayer,195000000,197687603,43.349855,5.5,2598,114.0,2013-02-27,2013.0,Bryan Singer,en,1
64682,The Great Gatsby,105000000,351040419,61.196071,7.3,3769,143.0,2013-05-10,2013.0,Baz Luhrmann,en,1
9543,Prince of Persia: The Sands of Time,150000000,335154643,62.169881,6.2,2317,116.0,2010-05-19,2010.0,Mike Newell,en,1
68726,Pacific Rim,180000000,407602906,56.523205,6.7,4794,131.0,2013-07-11,2013.0,Guillermo del Toro,en,1
38356,Transformers: Dark of the Moon,195000000,1123746996,28.529607,6.1,3299,154.0,2011-06-28,2011.0,Michael Bay,en,1
217,Indiana Jones and the Kingdom of the Crystal Skull,185000000,786636033,75.674458,5.7,2495,122.0,2008-05-21,2008.0,Steven Spielberg,en,1
105864,The Good Dinosaur,175000000,331926147,51.692953,6.6,1736,93.0,2015-11-14,2015.0,Peter Sohn,en,1
62177,Brave,185000000,538983207,125.114374,6.7,4641,93.0,2012-06-21,2012.0,Brenda Chapman,en,1
188927,Star Trek Beyond,185000000,343471816,65.352913,6.6,2568,122.0,2016-07-07,2016.0,Justin Lin,en,1
10681,WALL·E,180000000,521311860,66.390712,7.8,6296,98.0,2008-06-22,2008.0,Andrew Stanton,en,1
5174,Rush Hour 3,140000000,258022233,22.57178,6.1,783,91.0,2007-08-08,2007.0,Brett Ratner,en,1
14161,2012,200000000,769653595,45.274225,5.6,4903,158.0,2009-10-10,2009.0,Roland Emmerich,en,1
17979,A Christmas Carol,200000000,325233863,39.744242,6.6,1095,96.0,2009-11-04,2009.0,Robert Zemeckis,en,1
76757,Jupiter Ascending,176000003,183987723,85.36908,5.2,2768,124.0,2015-02-04,2015.0,Lilly Wachowski,en,1
258489,The Legend of Tarzan,180000000,356743061,42.741719,5.5,2430,109.0,2016-06-29,2016.0,David Yates,en,1
411,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",180000000,748806957,67.391328,6.7,2629,143.0,2005-12-07,2005.0,Andrew Adamson,en,1
246655,X-Men: Apocalypse,178000000,543934787,139.272042,6.4,4721,144.0,2016-05-18,2016.0,Bryan Singer,en,1
155,The Dark Knight,185000000,1004558444,187.322927,8.2,12002,152.0,2008-07-16,2008.0,Christopher Nolan,en,1
14160,Up,175000000,735099082,92.201962,7.7,6870,96.0,2009-05-13,2009.0,Pete Docter,en,1
15512,Monsters vs Aliens,175000000,381509870,36.167578,6.0,1423,94.0,2009-03-19,2009.0,Conrad Vernon,en,1
1726,Iron Man,140000000,585174222,120.725053,7.4,8776,126.0,2008-04-30,2008.0,Jon Favreau,en,1
44826,Hugo,170000000,185770160,32.319043,7.0,2141,126.0,2011-11-22,2011.0,Martin Scorsese,en,1
8487,Wild Wild West,170000000,222104681,40.748915,5.1,1020,106.0,1999-06-29,1999.0,Barry Sonnenfeld,en,1
1735,The Mummy: Tomb of the Dragon Emperor,145000000,401128639,60.034162,5.2,1387,112.0,2008-07-01,2008.0,Rob Cohen,en,1
297761,Suicide Squad,175000000,745000000,90.23792,5.9,7458,123.0,2016-08-02,2016.0,David Ayer,en,1
2698,Evan Almighty,175000000,173000000,27.082182,5.3,1151,96.0,2007-06-09,2007.0,Tom Shadyac,en,1
137113,Edge of Tomorrow,178000000,370541256,79.456485,7.6,4858,113.0,2014-05-27,2014.0,Doug Liman,en,1
9804,Waterworld,175000000,264218220,44.640292,5.9,992,135.0,1995-07-28,1995.0,Kevin Reynolds,en,1
14869,G.I. Joe: The Rise of Cobra,175000000,302469017,32.852443,5.6,1962,118.0,2009-08-04,2009.0,Stephen Sommers,en,1
150540,Inside Out,175000000,857611174,128.655964,8.0,6560,94.0,2015-06-09,2015.0,Pete Docter,en,1
278927,The Jungle Book,175000000,966550600,94.199316,6.7,2892,106.0,2016-04-07,2016.0,Jon Favreau,en,1
10138,Iron Man 2,200000000,623933331,77.300194,6.6,6849,124.0,2010-04-28,2010.0,Jon Favreau,en,1
58595,Snow White and the Huntsman,170000000,396600000,77.178973,5.8,3118,127.0,2012-05-30,2012.0,Rupert Sanders,en,1
102651,Maleficent,180000000,758539785,110.620647,7.0,4496,97.0,2014-05-28,2014.0,Robert Stromberg,en,1
119450,Dawn of the Planet of the Apes,170000000,710644566,243.791743,7.3,4410,130.0,2014-06-26,2014.0,Matt Reeves,en,1
79698,The Lovers,27000000,0,2.418535,4.8,34,109.0,2015-02-13,2015.0,Roland Joffé,en,0
64686,47 Ronin,175000000,150962475,41.796339,5.9,1326,119.0,2013-12-06,2013.0,Carl Rinsch,en,1
100402,Captain America: The Winter Soldier,170000000,714766572,72.225265,7.6,5764,136.0,2014-03-20,2014.0,Anthony Russo,en,1
10192,Shrek Forever After,165000000,752600867,44.041186,6.0,1959,93.0,2010-05-16,2010.0,Mike Mitchell,en,1
158852,Tomorrowland,190000000,209154322,130.311355,6.2,2846,130.0,2015-05-19,2015.0,Brad Bird,en,1
177572,Big Hero 6,165000000,652105443,203.73459,7.8,6135,102.0,2014-10-24,2014.0,Chris Williams,en,1
82690,Wreck-It Ralph,165000000,471222889,62.341073,7.1,4570,108.0,2012-11-01,2012.0,Rich Moore,en,1
5255,The Polar Express,165000000,305875730,47.323228,6.4,1474,100.0,2004-11-10,2004.0,Robert Zemeckis,en,1
47933,Independence Day: Resurgence,165000000,389681935,48.775723,4.9,2491,120.0,2016-06-22,2016.0,Roland Emmerich,en,1
10191,How to Train Your Dragon,165000000,494878759,67.263269,7.5,4227,98.0,2010-03-05,2010.0,Chris Sanders,en,1
296,Terminator 3: Rise of the Machines,200000000,435000000,69.405188,5.9,2143,109.0,2003-07-02,2003.0,Jonathan Mostow,en,1
118340,Guardians of the Galaxy,170000000,773328629,481.098624,7.9,9742,121.0,2014-07-30,2014.0,James Gunn,en,1
157336,Interstellar,165000000,675120017,724.247784,8.1,10867,169.0,2014-11-05,2014.0,Christopher Nolan,en,1
27205,Inception,160000000,825532764,167.58371,8.1,13752,148.0,2010-07-14,2010.0,Christopher Nolan,en,1
315011,Shin Godzilla,15000000,77000000,9.476999,6.5,143,120.0,2016-07-29,2016.0,Hideaki Anno,ja,1
49051,The Hobbit: An Unexpected Journey,250000000,1021103568,108.849621,7.0,8297,169.0,2012-11-26,2012.0,Peter Jackson,en,1
9799,The Fast and the Furious,38000000,207283925,6.909942,6.6,3428,106.0,2001-06-22,2001.0,Rob Cohen,en,1
4922,The Curious Case of Benjamin Button,150000000,333932083,60.269279,7.3,3292,166.0,2008-11-24,2008.0,David Fincher,en,1
49538,X-Men: First Class,160000000,353624124,3.195174,7.1,5181,132.0,2011-05-24,2011.0,Matthew Vaughn,en,1
131634,The Hunger Games: Mockingjay - Part 2,160000000,653428261,127.284427,6.6,3984,137.0,2015-11-18,2015.0,Francis Lawrence,en,1
27022,The Sorcerer's Apprentice,150000000,215283742,35.580815,5.8,1470,109.0,2010-07-13,2010.0,Jon Turteltaub,en,1
503,Poseidon,160000000,181674817,21.133748,5.5,583,99.0,2006-05-12,2006.0,Wolfgang Petersen,en,1
241259,Alice Through the Looking Glass,170000000,299370084,56.268916,6.5,1725,113.0,2016-05-25,2016.0,James Bobin,en,1
810,Shrek the Third,160000000,798958165,42.986467,6.0,2278,93.0,2007-05-17,2007.0,Chris Miller,en,1
68735,Warcraft,160000000,433677183,63.148529,6.3,2268,123.0,2016-05-25,2016.0,Duncan Jones,en,1
87101,Terminator Genisys,155000000,440603537,202.042635,5.8,3631,126.0,2015-06-23,2015.0,Alan Taylor,en,1
10140,The Chronicles of Narnia: The Voyage of the Dawn Treader,155000000,415686217,49.661984,6.2,1514,113.0,2010-08-13,2010.0,Michael Apted,en,1
676,Pearl Harbor,140000000,449220945,34.20669,6.6,1791,183.0,2001-05-21,2001.0,Michael Bay,en,1
1858,Transformers,150000000,709709780,25.468493,6.6,4040,144.0,2007-06-27,2007.0,Michael Bay,en,1
1966,Alexander,155000000,167298192,39.019229,5.6,927,175.0,2004-11-21,2004.0,Oliver Stone,en,1
675,Harry Potter and the Order of the Phoenix,150000000,938212738,78.144395,7.4,5494,138.0,2007-06-28,2007.0,David Yates,en,1
674,Harry Potter and the Goblet of Fire,150000000,895921036,101.250416,7.5,5608,157.0,2005-11-05,2005.0,Mike Newell,en,1
8960,Hancock,150000000,624029371,56.758411,6.2,2961,92.0,2008-07-01,2008.0,Peter Berg,en,1
6479,I Am Legend,150000000,585349010,70.867401,6.9,4853,101.0,2007-12-14,2007.0,Francis Lawrence,en,1
118,Charlie and the Chocolate Factory,150000000,474968763,53.905592,6.7,3624,115.0,2005-07-13,2005.0,Tim Burton,en,1
2062,Ratatouille,150000000,623722818,65.677399,7.5,4369,111.0,2007-06-22,2007.0,Jan Pinkava,en,1
272,Batman Begins,150000000,374218673,115.040024,7.5,7359,140.0,2005-06-10,2005.0,Christopher Nolan,en,1
10527,Madagascar: Escape 2 Africa,150000000,603900354,44.141021,6.2,1810,89.0,2008-10-30,2008.0,Eric Darnell,en,1
18360,Night at the Museum: Battle of the Smithsonian,150000000,413106170,81.781591,5.9,1971,105.0,2009-05-20,2009.0,Shawn Levy,en,1
2080,X-Men Origins: Wolverine,150000000,373062864,5.954334,6.2,4021,107.0,2009-04-28,2009.0,Gavin Hood,en,1
605,The Matrix Revolutions,150000000,424988211,73.313918,6.4,3096,129.0,2003-11-05,2003.0,Lilly Wachowski,en,1
109445,Frozen,150000000,1274219009,165.125366,7.3,5295,102.0,2013-11-27,2013.0,Chris Buck,en,1
604,The Matrix Reloaded,150000000,738599701,70.78591,6.7,3443,138.0,2003-05-15,2003.0,Lilly Wachowski,en,1
76338,Thor: The Dark World,170000000,644571402,99.499595,6.8,4755,112.0,2013-10-29,2013.0,Alan Taylor,en,1
76341,Mad Max: Fury Road,150000000,378858340,434.278564,7.2,9427,120.0,2015-05-13,2015.0,George Miller,en,1
13448,Angels & Demons,150000000,356613439,67.447636,6.5,2129,138.0,2009-05-13,2009.0,Ron Howard,en,1
10195,Thor,150000000,449326618,86.493424,6.6,6525,115.0,2011-04-21,2011.0,Kenneth Branagh,en,1
13053,Bolt,150000000,309979994,41.845878,6.3,1750,98.0,2008-11-21,2008.0,Chris Williams,en,1
19585,G-Force,150000000,292817841,26.710398,5.1,510,88.0,2009-07-21,2009.0,Hoyt Yeatman,en,1
57165,Wrath of the Titans,150000000,301000000,44.927635,5.5,1431,99.0,2012-03-27,2012.0,Jonathan Liebesman,en,1
62213,Dark Shadows,150000000,245527149,50.306728,5.7,2320,113.0,2012-05-08,2012.0,Tim Burton,en,1
177677,Mission: Impossible - Rogue Nation,150000000,682330139,114.522237,7.1,3224,131.0,2015-07-23,2015.0,Christopher McQuarrie,en,1
7978,The Wolfman,150000000,0,21.214571,5.5,549,102.0,2010-02-11,2010.0,Joe Johnston,en,0
5559,Bee Movie,150000000,287594577,29.332905,5.7,1171,91.0,2007-10-28,2007.0,Steve Hickner,en,1
49444,Kung Fu Panda 2,150000000,665692281,51.247321,6.7,1880,91.0,2011-05-25,2011.0,Jennifer Yuh Nelson,en,1
10196,The Last Airbender,150000000,318502923,33.769336,4.7,1151,103.0,2010-06-30,2010.0,M. Night Shyamalan,en,1
956,Mission: Impossible III,150000000,397850012,63.079003,6.5,2028,126.0,2006-05-03,2006.0,J.J. Abrams,en,1
117251,White House Down,150000000,205366737,39.004588,6.4,1891,131.0,2013-06-27,2013.0,Roland Emmerich,en,1
50321,Mars Needs Moms,150000000,38992758,12.362599,5.5,199,88.0,2011-03-09,2011.0,Simon Wells,en,1
11619,Flushed Away,149000000,64459316,22.550135,6.0,874,85.0,2006-10-22,2006.0,David Bowers,en,1
266647,Pan,150000000,128388320,48.03528,5.9,954,111.0,2015-09-24,2015.0,Joe Wright,en,1
82703,Mr. Peabody & Sherman,145000000,272912430,38.73494,6.7,843,92.0,2014-02-07,2014.0,Rob Minkoff,en,1
652,Troy,175000000,497409852,66.803149,6.9,2759,163.0,2004-05-13,2004.0,Wolfgang Petersen,en,1
80321,Madagascar 3: Europe's Most Wanted,145000000,746921274,44.989192,6.4,1808,93.0,2012-06-06,2012.0,Conrad Vernon,en,1
36669,Die Another Day,140000000,431971116,54.159392,5.8,1092,133.0,2002-11-17,2002.0,Lee Tamahori,en,1
43074,Ghostbusters,144000000,229147509,66.21806,5.3,2142,116.0,2016-07-14,2016.0,Paul Feig,en,1
95,Armageddon,140000000,553799566,58.485967,6.4,2482,151.0,1998-07-01,1998.0,Michael Bay,en,1
608,Men in Black II,140000000,441818803,91.332849,6.0,3114,88.0,2002-07-03,2002.0,Barry Sonnenfeld,en,1
2310,Beowulf,70000000,195735876,35.601665,5.5,841,115.0,2007-11-05,2007.0,Robert Zemeckis,en,1
140300,Kung Fu Panda 3,145000000,521170825,56.747978,6.7,1603,95.0,2016-01-23,2016.0,Jennifer Yuh Nelson,en,1
56292,Mission: Impossible - Ghost Protocol,145000000,694713380,77.77477,6.8,3972,133.0,2011-12-07,2011.0,Brad Bird,en,1
81188,Rise of the Guardians,145000000,306941670,61.788035,7.1,1922,97.0,2012-11-21,2012.0,Peter Ramsey,en,1
7552,Fun with Dick and Jane,100000000,202026112,25.159168,5.9,627,90.0,2005-12-21,2005.0,Dean Parisot,en,1
616,The Last Samurai,140000000,456758981,52.341226,7.3,1895,154.0,2003-12-05,2003.0,Edward Zwick,en,1
147441,Exodus: Gods and Kings,140000000,268031828,101.599427,5.6,1921,150.0,2014-12-03,2014.0,Ridley Scott,en,1
13475,Star Trek,150000000,385680446,73.616808,7.4,4518,127.0,2009-05-06,2009.0,J.J. Abrams,en,1
557,Spider-Man,139000000,821708551,82.502566,6.8,5265,121.0,2002-05-01,2002.0,Sam Raimi,en,1
82702,How to Train Your Dragon 2,145000000,609123048,100.21391,7.6,3106,102.0,2014-06-12,2014.0,Dean DeBlois,en,1
205584,Gods of Egypt,140000000,150680864,56.257249,5.3,1277,127.0,2016-02-25,2016.0,Alex Proyas,en,1
10048,Stealth,135000000,76932943,17.88953,4.9,331,121.0,2005-07-28,2005.0,Rob Cohen,en,1
13183,Watchmen,130000000,185258983,64.798873,7.0,2811,163.0,2009-03-05,2009.0,Zack Snyder,en,1
944,Lethal Weapon 4,140000000,285444603,24.855701,6.3,767,127.0,1998-07-10,1998.0,Richard Donner,en,1
1927,Hulk,137000000,245360480,34.981698,5.3,1533,138.0,2003-06-19,2003.0,Ang Lee,en,1
72559,G.I. Joe: Retaliation,130000000,371876278,59.325589,5.4,3025,110.0,2013-03-26,2013.0,Jon M. Chu,en,1
7364,Sahara,130000000,119269486,21.605568,5.7,434,124.0,2005-04-06,2005.0,Breck Eisner,en,1
2114,Final Fantasy: The Spirits Within,137000000,85131830,26.074908,5.9,433,106.0,2001-07-02,2001.0,Hironobu Sakaguchi,en,1
1771,Captain America: The First Avenger,140000000,370569774,74.506246,6.6,7047,124.0,2011-07-22,2011.0,Joe Johnston,en,1
36643,The World Is Not Enough,135000000,361832400,39.604363,6.0,862,128.0,1999-11-08,1999.0,Michael Apted,en,1
8619,Master and Commander: The Far Side of the World,150000000,212011111,36.973031,6.9,790,138.0,2003-11-14,2003.0,Peter Weir,en,1
50620,The Twilight Saga: Breaking Dawn - Part 2,120000000,829000000,99.687084,6.1,2553,115.0,2012-11-13,2012.0,Bill Condon,en,1
65759,Happy Feet Two,130000000,150406466,17.7735,5.8,373,100.0,2011-11-17,2011.0,George Miller,en,1
1724,The Incredible Hulk,150000000,163712074,62.898336,6.1,3021,114.0,2008-06-12,2008.0,Louis Leterrier,en,1
267935,The BFG,140000000,183345589,44.19092,6.0,1000,120.0,2016-06-01,2016.0,Steven Spielberg,en,1
281957,The Revenant,135000000,532950503,100.635882,7.3,6396,156.0,2015-12-25,2015.0,Alejandro González Iñárritu,en,1
77950,Turbo,135000000,282570682,44.765377,6.1,1074,96.0,2013-07-11,2013.0,David Soren,en,1
44896,Rango,135000000,245724603,29.91353,6.6,2051,107.0,2011-03-02,2011.0,Gore Verbinski,en,1
270946,Penguins of Madagascar,132000000,373552094,84.366984,6.5,1346,92.0,2014-11-22,2014.0,Eric Darnell,en,1
2503,The Bourne Ultimatum,70000000,442824138,45.381501,7.3,2888,115.0,2007-08-03,2007.0,Paul Greengrass,en,1
9502,Kung Fu Panda,130000000,631744560,84.689648,6.9,3145,90.0,2008-06-04,2008.0,Mark Osborne,en,1
102899,Ant-Man,130000000,519311965,120.09361,7.0,5880,117.0,2015-07-14,2015.0,Peyton Reed,en,1
101299,The Hunger Games: Catching Fire,130000000,847423452,76.310119,7.4,6495,146.0,2013-11-15,2013.0,Francis Lawrence,en,1
228161,Home,135000000,368871007,63.473086,6.8,1519,94.0,2015-03-18,2015.0,Tim Johnson,en,1
74,War of the Worlds,132000000,591739379,48.572726,6.2,2322,116.0,2005-06-28,2005.0,Steven Spielberg,en,1
8961,Bad Boys II,130000000,273339556,38.068736,6.3,1564,147.0,2003-07-18,2003.0,Michael Bay,en,1
417859,Puss in Boots,130000000,554987477,20.678787,6.4,451,90.0,2011-10-28,2011.0,Chris Miller,en,1
27576,Salt,110000000,293329073,48.829437,6.2,2093,100.0,2010-07-21,2010.0,Phillip Noyce,en,1
86834,Noah,125000000,362637473,46.115758,5.6,2350,139.0,2014-03-20,2014.0,Darren Aronofsky,en,1
17578,The Adventures of Tintin,130000000,371940071,89.938296,6.7,2061,107.0,2011-10-25,2011.0,Steven Spielberg,en,1
673,Harry Potter and the Prisoner of Azkaban,130000000,789804554,79.679601,7.7,5877,141.0,2004-05-31,2004.0,Alfonso Cuarón,en,1
6972,Australia,130000000,49554002,28.840997,6.3,694,165.0,2008-11-18,2008.0,Baz Luhrmann,en,1
82700,After Earth,130000000,243843127,42.840582,5.0,2532,100.0,2013-05-30,2013.0,M. Night Shyamalan,en,1
10567,Dinosaur,127500000,354248063,26.548594,6.2,542,82.0,2000-05-19,2000.0,Ralph Zondag,en,1
181533,Night at the Museum: Secret of the Tomb,127000000,349424282,115.597753,6.1,1851,97.0,2014-12-17,2014.0,Shawn Levy,en,1
38055,Megamind,130000000,321887208,68.757242,6.7,1918,95.0,2010-10-28,2010.0,Tom McGrath,en,1
671,Harry Potter and the Philosopher's Stone,125000000,976475550,109.984351,7.5,7006,152.0,2001-11-16,2001.0,Chris Columbus,en,1
49524,R.I.P.D.,130000000,61648500,39.448066,5.4,1260,96.0,2013-07-18,2013.0,Robert Schwentke,en,1
22,Pirates of the Caribbean: The Curse of the Black Pearl,140000000,655011224,271.972889,7.5,6985,143.0,2003-07-09,2003.0,Gore Verbinski,en,1
131631,The Hunger Games: Mockingjay - Part 1,125000000,752100229,206.227151,6.6,5584,123.0,2014-11-18,2014.0,Francis Lawrence,en,1
591,The Da Vinci Code,125000000,767820459,45.313197,6.5,2704,149.0,2006-05-17,2006.0,Ron Howard,en,1
172385,Rio 2,103000000,500188435,42.40024,6.3,978,102.0,2014-03-19,2014.0,Carlos Saldanha,en,1
36658,X2,110000000,407711549,2.871739,6.8,3506,133.0,2003-04-24,2003.0,Bryan Singer,en,1
51497,Fast Five,125000000,626137675,7.255718,7.1,2438,130.0,2011-04-20,2011.0,Justin Lin,en,1
58574,Sherlock Holmes: A Game of Shadows,125000000,334615000,81.499621,7.0,3886,129.0,2011-11-22,2011.0,Guy Ritchie,en,1
18823,Clash of the Titans,125000000,232713139,47.686442,5.6,2233,106.0,2010-04-01,2010.0,Louis Leterrier,en,1
861,Total Recall,65000000,261317921,43.129703,7.1,1710,113.0,1990-06-01,1990.0,Paul Verhoeven,en,1
1911,The 13th Warrior,160000000,61698899,27.220157,6.4,510,102.0,1999-08-27,1999.0,John McTiernan,en,1
49040,The Bourne Legacy,130000000,276572938,90.33681,6.0,2651,120.0,2012-08-08,2012.0,Tony Gilroy,en,1
415,Batman & Robin,125000000,238207122,50.073575,4.2,1418,125.0,1997-06-20,1997.0,Joel Schumacher,en,1
8871,How the Grinch Stole Christmas,123000000,345141403,45.419668,6.2,1386,104.0,2000-11-17,2000.0,Ron Howard,en,1
435,The Day After Tomorrow,125000000,544272402,41.380094,6.2,2392,124.0,2004-05-26,2004.0,Roland Emmerich,en,1
955,Mission: Impossible II,125000000,546388105,54.931334,5.9,1928,123.0,2000-05-24,2000.0,John Woo,en,1
2133,The Perfect Storm,120000000,325756637,25.752118,6.2,597,130.0,2000-03-15,2000.0,Wolfgang Petersen,en,1
1979,Fantastic 4: Rise of the Silver Surfer,130000000,289047763,60.810723,5.4,2589,92.0,2007-06-13,2007.0,Tim Story,en,1
87827,Life of Pi,120000000,609016565,51.328145,7.2,5797,127.0,2012-11-20,2012.0,Ang Lee,en,1
1250,Ghost Rider,110000000,228738393,46.834704,5.2,1712,114.0,2007-02-16,2007.0,Mark Steven Johnson,en,1
324668,Jason Bourne,120000000,415484914,62.641286,5.9,2341,123.0,2016-07-27,2016.0,Paul Greengrass,en,1
9471,Charlie's Angels: Full Throttle,120000000,259175788,33.616115,5.2,914,106.0,2003-06-27,2003.0,McG,en,1
70981,Prometheus,130000000,403170142,68.889395,6.3,5080,124.0,2012-05-30,2012.0,Ridley Scott,en,1
10996,Stuart Little 2,120000000,169956806,27.990284,5.4,613,78.0,2002-07-19,2002.0,Rob Minkoff,en,1
68724,Elysium,115000000,286140700,67.33767,6.4,3439,109.0,2013-08-07,2013.0,Neill Blomkamp,en,1
2789,The Chronicles of Riddick,105000000,115772733,27.835436,6.3,1570,119.0,2004-06-11,2004.0,David Twohy,en,1
97020,RoboCop,120000000,242688965,66.757869,5.7,2342,102.0,2014-01-30,2014.0,José Padilha,en,1
7459,Speed Racer,120000000,93945766,17.060695,5.7,354,135.0,2008-05-09,2008.0,Lilly Wachowski,en,1
42888,How Do You Know,120000000,48668907,11.137655,4.9,223,121.0,2010-12-17,2010.0,James L. Brooks,en,1
