movie_id,title,genre
44826,Hugo,Drama
44826,Hugo,Family
8487,Wild Wild West,Action
8487,Wild Wild West,Adventure
8487,Wild Wild West,Comedy
8487,Wild Wild West,Science Fiction
8487,Wild Wild West,Western
1735,The Mummy: Tomb of the Dragon Emperor,Adventure
1735,The Mummy: Tomb of the Dragon Emperor,Action
1735,The Mummy: Tomb of the Dragon Emperor,Fantasy
297761,Suicide Squad,Action
297761,Suicide Squad,Adventure
297761,Suicide Squad,Crime
297761,Suicide Squad,Fantasy
297761,Suicide Squad,Science Fiction
2698,Evan Almighty,Fantasy
2698,Evan Almighty,Comedy
2698,Evan Almighty,Family
137113,Edge of Tomorrow,Action
137113,Edge of Tomorrow,Science Fiction
9804,Waterworld,Adventure
9804,Waterworld,Action
14869,G.I. Joe: The Rise of Cobra,Adventure
14869,G.I. Joe: The Rise of Cobra,Action
14869,G.I. Joe: The Rise of Cobra,Thriller
14869,G.I. Joe: The Rise of Cobra,Science Fiction
150540,Inside Out,Drama
150540,Inside Out,Comedy
150540,Inside Out,Animation
150540,Inside Out,Family
278927,The Jungle Book,Family
278927,The Jungle Book,Adventure
278927,The Jungle Book,Drama
278927,The Jungle Book,Fantasy
10138,Iron Man 2,Adventure
10138,Iron Man 2,Action
10138,Iron Man 2,Science Fiction
58595,Snow White and the Huntsman,Adventure
58595,Snow White and the Huntsman,Fantasy
58595,Snow White and the Huntsman,Drama
102651,Maleficent,Fantasy
102651,Maleficent,Adventure
102651,Maleficent,Action
102651,Maleficent,Family
102651,Maleficent,Romance
119450,Dawn of the Planet of the Apes,Science Fiction
119450,Dawn of the Planet of the Apes,Action
119450,Dawn of the Planet of the Apes,Drama
119450,Dawn of the Planet of the Apes,Thriller
79698,The Lovers,Action
79698,The Lovers,Adventure
79698,The Lovers,Science Fiction
79698,The Lovers,Romance
64686,47 Ronin,Drama
64686,47 Ronin,Action
64686,47 Ronin,Adventure
64686,47 Ronin,Fantasy
100402,Captain America: The Winter Soldier,Action
100402,Captain America: The Winter Soldier,Adventure
100402,Captain America: The Winter Soldier,Science Fiction
10192,Shrek Forever After,Comedy
10192,Shrek Forever After,Adventure
10192,Shrek Forever After,Fantasy
10192,Shrek Forever After,Animation
10192,Shrek Forever After,Family
158852,Tomorrowland,Adventure
158852,Tomorrowland,Family
158852,Tomorrowland,Mystery
158852,Tomorrowland,Science Fiction
177572,Big Hero 6,Adventure
177572,Big Hero 6,Family
177572,Big Hero 6,Animation
177572,Big Hero 6,Action
177572,Big Hero 6,Comedy
82690,Wreck-It Ralph,Family
82690,Wreck-It Ralph,Animation
82690,Wreck-It Ralph,Comedy
82690,Wreck-It Ralph,Adventure
5255,The Polar Express,Adventure
5255,The Polar Express,Animation
5255,The Polar Express,Family
5255,The Polar Express,Fantasy
47933,Independence Day: Resurgence,Action
47933,Independence Day: Resurgence,Adventure
47933,Independence Day: Resurgence,Science Fiction
10191,How to Train Your Dragon,Fantasy
10191,How to Train Your Dragon,Adventure
10191,How to Train Your Dragon,Animation
10191,How to Train Your Dragon,Family
296,Terminator 3: Rise of the Machines,Action
296,Terminator 3: Rise of the Machines,Thriller
296,Terminator 3: Rise of the Machines,Science Fiction
118340,Guardians of the Galaxy,Action
118340,Guardians of the Galaxy,Science Fiction
118340,Guardians of the Galaxy,Adventure
157336,Interstellar,Adventure
157336,Interstellar,Drama
157336,Interstellar,Science Fiction
27205,Inception,Action
27205,Inception,Thriller
27205,Inception,Science Fiction
27205,Inception,Mystery
27205,Inception,Adventure
315011,Shin Godzilla,Action
315011,Shin Godzilla,Adventure
315011,Shin Godzilla,Drama
315011,Shin Godzilla,Horror
315011,Shin Godzilla,Science Fiction
49051,The Hobbit: An Unexpected Journey,Adventure
49051,The Hobbit: An Unexpected Journey,Fantasy
49051,The Hobbit: An Unexpected Journey,Action
9799,The Fast and the Furious,Action
9799,The Fast and the Furious,Crime
9799,The Fast and the Furious,Thriller
4922,The Curious Case of Benjamin Button,Fantasy
4922,The Curious Case of Benjamin Button,Drama
4922,The Curious Case of Benjamin Button,Thriller
4922,The Curious Case of Benjamin Button,Mystery
4922,The Curious Case of Benjamin Button,Romance
49538,X-Men: First Class,Action
49538,X-Men: First Class,Science Fiction
49538,X-Men: First Class,Adventure
131634,The Hunger Games: Mockingjay - Part 2,Action
131634,The Hunger Games: Mockingjay - Part 2,Adventure
131634,The Hunger Games: Mockingjay - Part 2,Science Fiction
27022,The Sorcerer's Apprentice,Fantasy
27022,The Sorcerer's Apprentice,Adventure
27022,The Sorcerer's Apprentice,Action
27022,The Sorcerer's Apprentice,Comedy
27022,The Sorcerer's Apprentice,Drama
503,Poseidon,Adventure
503,Poseidon,Action
503,Poseidon,Drama
503,Poseidon,Thriller
241259,Alice Through the Looking Glass,Fantasy
810,Shrek the Third,Fantasy
810,Shrek the Third,Adventure
810,Shrek the Third,Animation
810,Shrek the Third,Comedy
810,Shrek the Third,Family
68735,Warcraft,Action
68735,Warcraft,Adventure
68735,Warcraft,Fantasy
87101,Terminator Genisys,Science Fiction
87101,Terminator Genisys,Action
87101,Terminator Genisys,Thriller
87101,Terminator Genisys,Adventure
10140,The Chronicles of Narnia: The Voyage of the Dawn Treader,Adventure
10140,The Chronicles of Narnia: The Voyage of the Dawn Treader,Family
10140,The Chronicles of Narnia: The Voyage of the Dawn Treader,Fantasy
676,Pearl Harbor,History
676,Pearl Harbor,Romance
676,Pearl Harbor,War
1858,Transformers,Adventure
1858,Transformers,Science Fiction
1858,Transformers,Action
1966,Alexander,War
1966,Alexander,History
1966,Alexander,Action
1966,Alexander,Adventure
1966,Alexander,Drama
1966,Alexander,Romance
675,Harry Potter and the Order of the Phoenix,Adventure
675,Harry Potter and the Order of the Phoenix,Fantasy
675,Harry Potter and the Order of the Phoenix,Family
675,Harry Potter and the Order of the Phoenix,Mystery
674,Harry Potter and the Goblet of Fire,Adventure
674,Harry Potter and the Goblet of Fire,Fantasy
674,Harry Potter and the Goblet of Fire,Family
8960,Hancock,Fantasy
8960,Hancock,Action
6479,I Am Legend,Drama
6479,I Am Legend,Horror
6479,I Am Legend,Action
6479,I Am Legend,Thriller
6479,I Am Legend,Science Fiction
118,Charlie and the Chocolate Factory,Adventure
118,Charlie and the Chocolate Factory,Comedy
118,Charlie and the Chocolate Factory,Family
118,Charlie and the Chocolate Factory,Fantasy
2062,Ratatouille,Animation
2062,Ratatouille,Comedy
2062,Ratatouille,Family
2062,Ratatouille,Fantasy
272,Batman Begins,Action
272,Batman Begins,Crime
272,Batman Begins,Drama
10527,Madagascar: Escape 2 Africa,Family
10527,Madagascar: Escape 2 Africa,Animation
18360,Night at the Museum: Battle of the Smithsonian,Adventure
18360,Night at the Museum: Battle of the Smithsonian,Fantasy
18360,Night at the Museum: Battle of the Smithsonian,Action
18360,Night at the Museum: Battle of the Smithsonian,Comedy
18360,Night at the Museum: Battle of the Smithsonian,Family
2080,X-Men Origins: Wolverine,Adventure
2080,X-Men Origins: Wolverine,Action
2080,X-Men Origins: Wolverine,Thriller
2080,X-Men Origins: Wolverine,Science Fiction
605,The Matrix Revolutions,Adventure
605,The Matrix Revolutions,Action
605,The Matrix Revolutions,Thriller
605,The Matrix Revolutions,Science Fiction
109445,Frozen,Animation
109445,Frozen,Adventure
109445,Frozen,Family
604,The Matrix Reloaded,Adventure
604,The Matrix Reloaded,Action
604,The Matrix Reloaded,Thriller
604,The Matrix Reloaded,Science Fiction
76338,Thor: The Dark World,Action
76338,Thor: The Dark World,Adventure
76338,Thor: The Dark World,Fantasy
76341,Mad Max: Fury Road,Action
76341,Mad Max: Fury Road,Adventure
76341,Mad Max: Fury Road,Science Fiction
76341,Mad Max: Fury Road,Thriller
13448,Angels & Demons,Thriller
13448,Angels & Demons,Mystery
10195,Thor,Adventure
10195,Thor,Fantasy
10195,Thor,Action
13053,Bolt,Animation
13053,Bolt,Family
13053,Bolt,Adventure
13053,Bolt,Comedy
19585,G-Force,Fantasy
19585,G-Force,Action
19585,G-Force,Adventure
19585,G-Force,Family
19585,G-Force,Comedy
57165,Wrath of the Titans,Adventure
62213,Dark Shadows,Comedy
62213,Dark Shadows,Fantasy
177677,Mission: Impossible - Rogue Nation,Action
177677,Mission: Impossible - Rogue Nation,Adventure
177677,Mission: Impossible - Rogue Nation,Thriller
7978,The Wolfman,Drama
7978,The Wolfman,Horror
7978,The Wolfman,Thriller
5559,Bee Movie,Family
5559,Bee Movie,Animation
5559,Bee Movie,Adventure
5559,Bee Movie,Comedy
49444,Kung Fu Panda 2,Animation
49444,Kung Fu Panda 2,Family
10196,The Last Airbender,Action
10196,The Last Airbender,Adventure
10196,The Last Airbender,Family
10196,The Last Airbender,Fantasy
956,Mission: Impossible III,Adventure
956,Mission: Impossible III,Action
956,Mission: Impossible III,Thriller
117251,White House Down,Action
117251,White House Down,Drama
117251,White House Down,Thriller
50321,Mars Needs Moms,Adventure
50321,Mars Needs Moms,Animation
50321,Mars Needs Moms,Family
11619,Flushed Away,Adventure
11619,Flushed Away,Animation
11619,Flushed Away,Comedy
11619,Flushed Away,Family
266647,Pan,Adventure
266647,Pan,Family
266647,Pan,Fantasy
82703,Mr. Peabody & Sherman,Animation
82703,Mr. Peabody & Sherman,Adventure
82703,Mr. Peabody & Sherman,Family
652,Troy,Adventure
652,Troy,Drama
652,Troy,War
80321,Madagascar 3: Europe's Most Wanted,Animation
80321,Madagascar 3: Europe's Most Wanted,Family
36669,Die Another Day,Adventure
36669,Die Another Day,Action
36669,Die Another Day,Thriller
43074,Ghostbusters,Action
43074,Ghostbusters,Fantasy
43074,Ghostbusters,Comedy
95,Armageddon,Action
95,Armageddon,Thriller
95,Armageddon,Science Fiction
95,Armageddon,Adventure
608,Men in Black II,Action
608,Men in Black II,Adventure
608,Men in Black II,Comedy
608,Men in Black II,Science Fiction
2310,Beowulf,Adventure
2310,Beowulf,Action
2310,Beowulf,Animation
140300,Kung Fu Panda 3,Action
140300,Kung Fu Panda 3,Adventure
140300,Kung Fu Panda 3,Animation
140300,Kung Fu Panda 3,Comedy
140300,Kung Fu Panda 3,Family
56292,Mission: Impossible - Ghost Protocol,Action
56292,Mission: Impossible - Ghost Protocol,Thriller
56292,Mission: Impossible - Ghost Protocol,Adventure
81188,Rise of the Guardians,Fantasy
81188,Rise of the Guardians,Animation
81188,Rise of the Guardians,Family
7552,Fun with Dick and Jane,Comedy
616,The Last Samurai,Drama
616,The Last Samurai,Action
616,The Last Samurai,War
616,The Last Samurai,History
147441,Exodus: Gods and Kings,Adventure
147441,Exodus: Gods and Kings,Drama
147441,Exodus: Gods and Kings,Action
13475,Star Trek,Science Fiction
13475,Star Trek,Action
13475,Star Trek,Adventure
557,Spider-Man,Fantasy
557,Spider-Man,Action
82702,How to Train Your Dragon 2,Fantasy
82702,How to Train Your Dragon 2,Action
82702,How to Train Your Dragon 2,Adventure
82702,How to Train Your Dragon 2,Animation
82702,How to Train Your Dragon 2,Comedy
82702,How to Train Your Dragon 2,Family
205584,Gods of Egypt,Fantasy
10048,Stealth,Action
13183,Watchmen,Action
13183,Watchmen,Mystery
13183,Watchmen,Science Fiction
944,Lethal Weapon 4,Action
944,Lethal Weapon 4,Adventure
944,Lethal Weapon 4,Comedy
944,Lethal Weapon 4,Crime
944,Lethal Weapon 4,Thriller
1927,Hulk,Drama
1927,Hulk,Action
1927,Hulk,Science Fiction
72559,G.I. Joe: Retaliation,Adventure
72559,G.I. Joe: Retaliation,Action
72559,G.I. Joe: Retaliation,Science Fiction
72559,G.I. Joe: Retaliation,Thriller
7364,Sahara,Action
7364,Sahara,Adventure
7364,Sahara,Comedy
7364,Sahara,Drama
7364,Sahara,Mystery
2114,Final Fantasy: The Spirits Within,Adventure
2114,Final Fantasy: The Spirits Within,Action
2114,Final Fantasy: The Spirits Within,Animation
2114,Final Fantasy: The Spirits Within,Fantasy
2114,Final Fantasy: The Spirits Within,Science Fiction
2114,Final Fantasy: The Spirits Within,Thriller
1771,Captain America: The First Avenger,Action
1771,Captain America: The First Avenger,Adventure
1771,Captain America: The First Avenger,Science Fiction
36643,The World Is Not Enough,Adventure
36643,The World Is Not Enough,Action
36643,The World Is Not Enough,Thriller
8619,Master and Commander: The Far Side of the World,Adventure
50620,The Twilight Saga: Breaking Dawn - Part 2,Adventure
50620,The Twilight Saga: Breaking Dawn - Part 2,Fantasy
50620,The Twilight Saga: Breaking Dawn - Part 2,Drama
50620,The Twilight Saga: Breaking Dawn - Part 2,Romance
65759,Happy Feet Two,Animation
65759,Happy Feet Two,Comedy
65759,Happy Feet Two,Family
1724,The Incredible Hulk,Science Fiction
1724,The Incredible Hulk,Action
1724,The Incredible Hulk,Adventure
267935,The BFG,Adventure
267935,The BFG,Family
267935,The BFG,Fantasy
281957,The Revenant,Western
281957,The Revenant,Drama
281957,The Revenant,Adventure
281957,The Revenant,Thriller
77950,Turbo,Animation
77950,Turbo,Family
44896,Rango,Animation
44896,Rango,Comedy
44896,Rango,Family
44896,Rango,Western
44896,Rango,Adventure
270946,Penguins of Madagascar,Family
270946,Penguins of Madagascar,Animation
270946,Penguins of Madagascar,Adventure
270946,Penguins of Madagascar,Comedy
2503,The Bourne Ultimatum,Action
2503,The Bourne Ultimatum,Drama
2503,The Bourne Ultimatum,Mystery
2503,The Bourne Ultimatum,Thriller
9502,Kung Fu Panda,Adventure
9502,Kung Fu Panda,Animation
9502,Kung Fu Panda,Family
9502,Kung Fu Panda,Comedy
102899,Ant-Man,Science Fiction
102899,Ant-Man,Action
102899,Ant-Man,Adventure
101299,The Hunger Games: Catching Fire,Adventure
101299,The Hunger Games: Catching Fire,Action
101299,The Hunger Games: Catching Fire,Science Fiction
228161,Home,Fantasy
228161,Home,Comedy
228161,Home,Animation
228161,Home,Science Fiction
228161,Home,Family
74,War of the Worlds,Adventure
74,War of the Worlds,Thriller
74,War of the Worlds,Science Fiction
8961,Bad Boys II,Adventure
8961,Bad Boys II,Action
8961,Bad Boys II,Comedy
8961,Bad Boys II,Thriller
8961,Bad Boys II,Crime
417859,Puss in Boots,Action
417859,Puss in Boots,Adventure
417859,Puss in Boots,Animation
417859,Puss in Boots,Family
417859,Puss in Boots,Fantasy
27576,Salt,Action
27576,Salt,Mystery
27576,Salt,Thriller
86834,Noah,Drama
86834,Noah,Adventure
17578,The Adventures of Tintin,Adventure
17578,The Adventures of Tintin,Animation
17578,The Adventures of Tintin,Mystery
673,Harry Potter and the Prisoner of Azkaban,Adventure
673,Harry Potter and the Prisoner of Azkaban,Fantasy
673,Harry Potter and the Prisoner of Azkaban,Family
6972,Australia,Drama
82700,After Earth,Science Fiction
82700,After Earth,Action
82700,After Earth,Adventure
10567,Dinosaur,Animation
10567,Dinosaur,Family
181533,Night at the Museum: Secret of the Tomb,Adventure
181533,Night at the Museum: Secret of the Tomb,Comedy
181533,Night at the Museum: Secret of the Tomb,Fantasy
181533,Night at the Museum: Secret of the Tomb,Family
38055,Megamind,Animation
38055,Megamind,Action
38055,Megamind,Comedy
38055,Megamind,Family
38055,Megamind,Science Fiction
671,Harry Potter and the Philosopher's Stone,Adventure
671,Harry Potter and the Philosopher's Stone,Fantasy
671,Harry Potter and the Philosopher's Stone,Family
49524,R.I.P.D.,Fantasy
49524,R.I.P.D.,Action
49524,R.I.P.D.,Comedy
49524,R.I.P.D.,Crime
22,Pirates of the Caribbean: The Curse of the Black Pearl,Adventure
22,Pirates of the Caribbean: The Curse of the Black Pearl,Fantasy
22,Pirates of the Caribbean: The Curse of the Black Pearl,Action
131631,The Hunger Games: Mockingjay - Part 1,Science Fiction
131631,The Hunger Games: Mockingjay - Part 1,Adventure
131631,The Hunger Games: Mockingjay - Part 1,Thriller
591,The Da Vinci Code,Thriller
591,The Da Vinci Code,Mystery
172385,Rio 2,Animation
172385,Rio 2,Adventure
172385,Rio 2,Comedy
172385,Rio 2,Family
36658,X2,Adventure
36658,X2,Action
36658,X2,Science Fiction
36658,X2,Thriller
51497,Fast Five,Action
51497,Fast Five,Thriller
51497,Fast Five,Crime
58574,Sherlock Holmes: A Game of Shadows,Adventure
58574,Sherlock Holmes: A Game of Shadows,Action
58574,Sherlock Holmes: A Game of Shadows,Crime
58574,Sherlock Holmes: A Game of Shadows,Mystery
18823,Clash of the Titans,Adventure
18823,Clash of the Titans,Fantasy
18823,Clash of the Titans,Action
861,Total Recall,Action
861,Total Recall,Adventure
861,Total Recall,Science Fiction
1911,The 13th Warrior,Adventure
1911,The 13th Warrior,Fantasy
1911,The 13th Warrior,Action
49040,The Bourne Legacy,Action
49040,The Bourne Legacy,Thriller
415,Batman & Robin,Action
415,Batman & Robin,Crime
415,Batman & Robin,Fantasy
8871,How the Grinch Stole Christmas,Family
8871,How the Grinch Stole Christmas,Comedy
8871,How the Grinch Stole Christmas,Fantasy
435,The Day After Tomorrow,Action
435,The Day After Tomorrow,Adventure
435,The Day After Tomorrow,Science Fiction
435,The Day After Tomorrow,Thriller
955,Mission: Impossible II,Adventure
955,Mission: Impossible II,Action
955,Mission: Impossible II,Thriller
2133,The Perfect Storm,Drama
1979,Fantastic 4: Rise of the Silver Surfer,Adventure
1979,Fantastic 4: Rise of the Silver Surfer,Fantasy
1979,Fantastic 4: Rise of the Silver Surfer,Action
1979,Fantastic 4: Rise of the Silver Surfer,Thriller
87827,Life of Pi,Adventure
87827,Life of Pi,Drama
87827,Life of Pi,Action
1250,Ghost Rider,Thriller
1250,Ghost Rider,Action
1250,Ghost Rider,Fantasy
1250,Ghost Rider,Horror
324668,Jason Bourne,Action
324668,Jason Bourne,Thriller
9471,Charlie's Angels: Full Throttle,Action
9471,Charlie's Angels: Full Throttle,Adventure
9471,Charlie's Angels: Full Throttle,Comedy
70981,Prometheus,Science Fiction
70981,Prometheus,Adventure
70981,Prometheus,Mystery
10996,Stuart Little 2,Family
10996,Stuart Little 2,Adventure
10996,Stuart Little 2,Animation
10996,Stuart Little 2,Comedy
68724,Elysium,Science Fiction
68724,Elysium,Action
68724,Elysium,Drama
68724,Elysium,Thriller
2789,The Chronicles of Riddick,Action
2789,The Chronicles of Riddick,Science Fiction
97020,RoboCop,Action
97020,RoboCop,Science Fiction
7459,Speed Racer,Action
7459,Speed Racer,Family
7459,Speed Racer,Science Fiction
42888,How Do You Know,Comedy
42888,How Do You Know,Drama
42888,How Do You Know,Romance
37834,Knight and Day,Action
37834,Knight and Day,Comedy
75612,Oblivion,Action
75612,Oblivion,Science Fiction
75612,Oblivion,Adventure
75612,Oblivion,Mystery
1895,Star Wars: Episode III - Revenge of the Sith,Science Fiction
1895,Star Wars: Episode III - Revenge of the Sith,Adventure
1895,Star Wars: Episode III - Revenge of the Sith,Action
1894,Star Wars: Episode II - Attack of the Clones,Adventure
1894,Star Wars: Episode II - Attack of the Clones,Action
1894,Star Wars: Episode II - Attack of the Clones,Science Fiction
585,"Monsters, Inc.",Animation
585,"Monsters, Inc.",Comedy
585,"Monsters, Inc.",Family
76170,The Wolverine,Action
76170,The Wolverine,Science Fiction
76170,The Wolverine,Adventure
76170,The Wolverine,Fantasy
1893,Star Wars: Episode I - The Phantom Menace,Adventure
1893,Star Wars: Episode I - The Phantom Menace,Action
1893,Star Wars: Episode I - The Phantom Menace,Science Fiction
49519,The Croods,Adventure
49519,The Croods,Animation
49519,The Croods,Comedy
49519,The Croods,Family
49519,The Croods,Fantasy
2395,Asterix at the Olympic Games,Fantasy
2395,Asterix at the Olympic Games,Adventure
2395,Asterix at the Olympic Games,Comedy
2395,Asterix at the Olympic Games,Family
12100,Windtalkers,Drama
12100,Windtalkers,Action
12100,Windtalkers,History
12100,Windtalkers,War
290595,The Huntsman: Winter's War,Action
290595,The Huntsman: Winter's War,Adventure
290595,The Huntsman: Winter's War,Drama
98566,Teenage Mutant Ninja Turtles,Science Fiction
98566,Teenage Mutant Ninja Turtles,Action
98566,Teenage Mutant Ninja Turtles,Adventure
98566,Teenage Mutant Ninja Turtles,Fantasy
98566,Teenage Mutant Ninja Turtles,Comedy
49047,Gravity,Science Fiction
49047,Gravity,Thriller
49047,Gravity,Drama
9619,Dante's Peak,Action
9619,Dante's Peak,Adventure
9619,Dante's Peak,Thriller
308531,Teenage Mutant Ninja Turtles: Out of the Shadows,Fantasy
