movie_id,title,production_company
411,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",Walt Disney
411,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",Walden Media
246655,X-Men: Apocalypse,Twentieth Century Fox Film Corporation
246655,X-Men: Apocalypse,Donners' Company
246655,X-Men: Apocalypse,Marvel Entertainment
246655,X-Men: Apocalypse,Bad Hat Harry Productions
246655,X-Men: Apocalypse,TSG Entertainment
246655,X-Men: Apocalypse,Kinberg Genre
155,The Dark Knight,DC Comics
155,The Dark Knight,Legendary Pictures
155,The Dark Knight,Warner Bros.
155,The Dark Knight,DC Entertainment
155,The Dark Knight,Syncopy
14160,Up,Pixar Animation Studios
15512,Monsters vs Aliens,DreamWorks Animation
1726,Iron Man,Marvel Studios
44826,Hugo,Paramount Pictures
44826,Hugo,Infinitum Nihil
44826,Hugo,GK Films
8487,Wild Wild West,"Todman, Simon, LeMasters Productions"
8487,Wild Wild West,Warner Bros.
8487,Wild Wild West,Peters Entertainment
8487,Wild Wild West,Sonnenfeld Josephson Worldwide Entertainment
1735,The Mummy: Tomb of the Dragon Emperor,Universal Pictures
1735,The Mummy: Tomb of the Dragon Emperor,China Film Co-Production Corporation
1735,The Mummy: Tomb of the Dragon Emperor,Relativity Media
1735,The Mummy: Tomb of the Dragon Emperor,Alphaville Films
1735,The Mummy: Tomb of the Dragon Emperor,"Sommers Company, The"
297761,Suicide Squad,DC Comics
297761,Suicide Squad,Dune Entertainment
297761,Suicide Squad,Atlas Entertainment
297761,Suicide Squad,Warner Bros.
297761,Suicide Squad,DC Entertainment
2698,Evan Almighty,Columbia Pictures
2698,Evan Almighty,Universal Pictures
2698,Evan Almighty,Spyglass Entertainment
2698,Evan Almighty,Shady Acres Entertainment
2698,Evan Almighty,Original Film
2698,Evan Almighty,Playtone
2698,Evan Almighty,Relativity Media
137113,Edge of Tomorrow,Village Roadshow Pictures
137113,Edge of Tomorrow,Warner Bros.
137113,Edge of Tomorrow,Viz Media
137113,Edge of Tomorrow,Province of British Columbia Production Services Tax Credit
137113,Edge of Tomorrow,3 Arts Entertainment
137113,Edge of Tomorrow,RatPac-Dune Entertainment
9804,Waterworld,Universal Pictures
9804,Waterworld,Gordon Company
9804,Waterworld,Davis Entertainment
9804,Waterworld,Licht/Mueller Film Corporation
14869,G.I. Joe: The Rise of Cobra,Paramount Pictures
14869,G.I. Joe: The Rise of Cobra,Spyglass Entertainment
14869,G.I. Joe: The Rise of Cobra,Di Bonaventura Pictures
14869,G.I. Joe: The Rise of Cobra,Hasbro
14869,G.I. Joe: The Rise of Cobra,Kontsept Film Company
150540,Inside Out,Walt Disney Pictures
150540,Inside Out,Pixar Animation Studios
278927,The Jungle Book,Walt Disney Pictures
278927,The Jungle Book,Walt Disney Studios Motion Pictures
278927,The Jungle Book,Fairview Entertainment
278927,The Jungle Book,Moving Picture Company (MPC)
10138,Iron Man 2,Marvel Studios
58595,Snow White and the Huntsman,Universal Pictures
58595,Snow White and the Huntsman,Roth Films
102651,Maleficent,Walt Disney Pictures
102651,Maleficent,Walt Disney Studios Motion Pictures
102651,Maleficent,Roth Films
119450,Dawn of the Planet of the Apes,Ingenious Media
119450,Dawn of the Planet of the Apes,Chernin Entertainment
119450,Dawn of the Planet of the Apes,TSG Entertainment
79698,The Lovers,Corsan
79698,The Lovers,Bliss Media
79698,The Lovers,Limelight International Media Entertainment
79698,The Lovers,Neelmudra Entertainment
79698,The Lovers,Aristos Films
79698,The Lovers,Singularity Productions
79698,The Lovers,Wildkite
64686,47 Ronin,Mid Atlantic Films
64686,47 Ronin,Stuber Productions
64686,47 Ronin,Universal
64686,47 Ronin,Moving Picture Company (MPC)
64686,47 Ronin,H2F Entertainment
100402,Captain America: The Winter Soldier,Marvel Studios
10192,Shrek Forever After,DreamWorks Animation
158852,Tomorrowland,Walt Disney Pictures
158852,Tomorrowland,Babieka
158852,Tomorrowland,A113
177572,Big Hero 6,Walt Disney Pictures
177572,Big Hero 6,Walt Disney Animation Studios
82690,Wreck-It Ralph,Walt Disney Animation Studios
5255,The Polar Express,Golden Mean
5255,The Polar Express,Playtone
5255,The Polar Express,ImageMovers
47933,Independence Day: Resurgence,Twentieth Century Fox Film Corporation
47933,Independence Day: Resurgence,Centropolis Entertainment
47933,Independence Day: Resurgence,TSG Entertainment
47933,Independence Day: Resurgence,Stereo D
10191,How to Train Your Dragon,DreamWorks Animation
10191,How to Train Your Dragon,Vertigo Entertainment
10191,How to Train Your Dragon,Mad Hatter Entertainment
296,Terminator 3: Rise of the Machines,Columbia Pictures
296,Terminator 3: Rise of the Machines,Intermedia Films
296,Terminator 3: Rise of the Machines,Warner Bros.
296,Terminator 3: Rise of the Machines,C-2 Pictures
296,Terminator 3: Rise of the Machines,IMF Internationale Medien und Film GmbH & Co. 3. Produktions KG
296,Terminator 3: Rise of the Machines,Mostow/Lieberman Productions
118340,Guardians of the Galaxy,Marvel Studios
118340,Guardians of the Galaxy,Moving Picture Company (MPC)
118340,Guardians of the Galaxy,Bulletproof Cupid
118340,Guardians of the Galaxy,Revolution Sun Studios
157336,Interstellar,Paramount Pictures
157336,Interstellar,Legendary Pictures
157336,Interstellar,Warner Bros.
157336,Interstellar,Syncopy
157336,Interstellar,Lynda Obst Productions
27205,Inception,Legendary Pictures
27205,Inception,Warner Bros.
27205,Inception,Syncopy
315011,Shin Godzilla,Cine Bazar
315011,Shin Godzilla,Toho Pictures
49051,The Hobbit: An Unexpected Journey,WingNut Films
49051,The Hobbit: An Unexpected Journey,New Line Cinema
49051,The Hobbit: An Unexpected Journey,Warner Bros. Pictures
49051,The Hobbit: An Unexpected Journey,Metro-Goldwyn-Mayer (MGM)
9799,The Fast and the Furious,Universal Pictures
9799,The Fast and the Furious,Original Film
9799,The Fast and the Furious,Ardustry Entertainment
9799,The Fast and the Furious,Mediastream Film GmbH & Co. Productions KG
4922,The Curious Case of Benjamin Button,Paramount Pictures
4922,The Curious Case of Benjamin Button,Warner Bros.
4922,The Curious Case of Benjamin Button,"Kennedy/Marshall Company, The"
49538,X-Men: First Class,Ingenious Film Partners
49538,X-Men: First Class,Ingenious Media
49538,X-Men: First Class,Twentieth Century Fox Film Corporation
49538,X-Men: First Class,Donners' Company
49538,X-Men: First Class,Dune Entertainment
49538,X-Men: First Class,Dune Entertainment III
49538,X-Men: First Class,Marvel Entertainment
49538,X-Men: First Class,Bad Hat Harry Productions
49538,X-Men: First Class,Big Screen Productions
131634,The Hunger Games: Mockingjay - Part 2,Studio Babelsberg
131634,The Hunger Games: Mockingjay - Part 2,Lionsgate
131634,The Hunger Games: Mockingjay - Part 2,Color Force
27022,The Sorcerer's Apprentice,Walt Disney Pictures
27022,The Sorcerer's Apprentice,Jerry Bruckheimer Films
27022,The Sorcerer's Apprentice,Saturn Films
27022,The Sorcerer's Apprentice,Broken Road Productions
27022,The Sorcerer's Apprentice,Junction Entertainment
503,Poseidon,Virtual Studios
503,Poseidon,Next Entertainment
503,Poseidon,Warner Bros.
503,Poseidon,Irwin Allen Productions
503,Poseidon,Radiant Productions
503,Poseidon,Synthesis Entertainment
241259,Alice Through the Looking Glass,Walt Disney Pictures
241259,Alice Through the Looking Glass,Team Todd
241259,Alice Through the Looking Glass,Tim Burton Productions
241259,Alice Through the Looking Glass,Roth Films
241259,Alice Through the Looking Glass,Legend3D
810,Shrek the Third,DreamWorks SKG
810,Shrek the Third,DreamWorks Animation
68735,Warcraft,Universal Pictures
68735,Warcraft,Atlas Entertainment
68735,Warcraft,Legendary Pictures
68735,Warcraft,Blizzard Entertainment
87101,Terminator Genisys,Paramount Pictures
87101,Terminator Genisys,Annapurna Pictures
87101,Terminator Genisys,Skydance Media
10140,The Chronicles of Narnia: The Voyage of the Dawn Treader,Dune Entertainment
10140,The Chronicles of Narnia: The Voyage of the Dawn Treader,Fox 2000 Pictures
10140,The Chronicles of Narnia: The Voyage of the Dawn Treader,Walden Media
676,Pearl Harbor,Jerry Bruckheimer Films
676,Pearl Harbor,Touchstone Pictures
1858,Transformers,Paramount Pictures
1858,Transformers,DreamWorks SKG
1858,Transformers,Amblin Entertainment
1858,Transformers,Di Bonaventura Pictures
1858,Transformers,Platinum Dunes
1858,Transformers,thinkfilm
1858,Transformers,SprocketHeads
1858,Transformers,Hasbro Studios
1858,Transformers,Revolution Sun Studios
1966,Alexander,France 3 Cinéma
1966,Alexander,Intermedia Films
1966,Alexander,Pathé Renn Productions
1966,Alexander,Egmond Film & Television
1966,Alexander,Warner Bros.
1966,Alexander,Pacifica Film
1966,Alexander,IMF Internationale Medien und Film GmbH & Co. 3. Produktions KG
1966,Alexander,WR Universal Group
675,Harry Potter and the Order of the Phoenix,Warner Bros.
675,Harry Potter and the Order of the Phoenix,Heyday Films
674,Harry Potter and the Goblet of Fire,Patalex IV Productions Limited
674,Harry Potter and the Goblet of Fire,Warner Bros.
674,Harry Potter and the Goblet of Fire,Heyday Films
8960,Hancock,Columbia Pictures
8960,Hancock,Weed Road Pictures
8960,Hancock,Forward Pass
8960,Hancock,Relativity Media
8960,Hancock,Overbrook Entertainment
8960,Hancock,Blue Light
8960,Hancock,GH Three
6479,I Am Legend,Village Roadshow Pictures
6479,I Am Legend,Original Film
6479,I Am Legend,Weed Road Pictures
6479,I Am Legend,Warner Bros.
6479,I Am Legend,Heyday Films
6479,I Am Legend,Overbrook Entertainment
118,Charlie and the Chocolate Factory,Village Roadshow Pictures
118,Charlie and the Chocolate Factory,The Zanuck Company
118,Charlie and the Chocolate Factory,Warner Bros.
118,Charlie and the Chocolate Factory,Tim Burton Productions
118,Charlie and the Chocolate Factory,Plan B Entertainment
118,Charlie and the Chocolate Factory,Theobald Film Productions
2062,Ratatouille,Walt Disney Pictures
2062,Ratatouille,Pixar Animation Studios
272,Batman Begins,DC Comics
272,Batman Begins,Legendary Pictures
272,Batman Begins,Warner Bros.
272,Batman Begins,DC Entertainment
272,Batman Begins,Syncopy
272,Batman Begins,Patalex III Productions Limited
10527,Madagascar: Escape 2 Africa,DreamWorks Animation
18360,Night at the Museum: Battle of the Smithsonian,Twentieth Century Fox Film Corporation
18360,Night at the Museum: Battle of the Smithsonian,1492 Pictures
18360,Night at the Museum: Battle of the Smithsonian,Dune Entertainment
18360,Night at the Museum: Battle of the Smithsonian,21 Laps Entertainment
18360,Night at the Museum: Battle of the Smithsonian,Museum Canada Productions
18360,Night at the Museum: Battle of the Smithsonian,Moving Picture Company (MPC)
2080,X-Men Origins: Wolverine,Ingenious Film Partners
2080,X-Men Origins: Wolverine,Twentieth Century Fox Film Corporation
2080,X-Men Origins: Wolverine,Donners' Company
2080,X-Men Origins: Wolverine,Dune Entertainment
2080,X-Men Origins: Wolverine,Seed Productions
2080,X-Men Origins: Wolverine,Bad Hat Harry Productions
2080,X-Men Origins: Wolverine,Big Screen Productions
2080,X-Men Origins: Wolverine,Marvel Enterprises
605,The Matrix Revolutions,Village Roadshow Pictures
605,The Matrix Revolutions,NPV Entertainment
605,The Matrix Revolutions,Silver Pictures
605,The Matrix Revolutions,Warner Bros.
109445,Frozen,Walt Disney Pictures
109445,Frozen,Walt Disney Animation Studios
604,The Matrix Reloaded,Village Roadshow Pictures
604,The Matrix Reloaded,NPV Entertainment
604,The Matrix Reloaded,Heineken Branded Entertainment
604,The Matrix Reloaded,Silver Pictures
604,The Matrix Reloaded,Warner Bros.
76338,Thor: The Dark World,Marvel Studios
76341,Mad Max: Fury Road,Village Roadshow Pictures
76341,Mad Max: Fury Road,Kennedy Miller Productions
76341,Mad Max: Fury Road,Warner Bros.
13448,Angels & Demons,Columbia Pictures
13448,Angels & Demons,Imagine Entertainment
13448,Angels & Demons,Panorama Films
13448,Angels & Demons,Skylark Productions
10195,Thor,Marvel Studios
13053,Bolt,Walt Disney Animation Studios
19585,G-Force,Walt Disney Pictures
19585,G-Force,Jerry Bruckheimer Films
19585,G-Force,Whamaphram Productions
57165,Wrath of the Titans,Legendary Pictures
57165,Wrath of the Titans,Thunder Road Pictures
57165,Wrath of the Titans,Warner Bros.
57165,Wrath of the Titans,Cott Productions
57165,Wrath of the Titans,"Furia de Titanes II, A.I.E."
62213,Dark Shadows,Village Roadshow Pictures
62213,Dark Shadows,Infinitum Nihil
62213,Dark Shadows,GK Films
62213,Dark Shadows,Warner Bros.
62213,Dark Shadows,Tim Burton Productions
62213,Dark Shadows,Dan Curtis Productions
62213,Dark Shadows,"Zanuck Company, The"
177677,Mission: Impossible - Rogue Nation,Paramount Pictures
177677,Mission: Impossible - Rogue Nation,Skydance Productions
177677,Mission: Impossible - Rogue Nation,China Movie Channel
177677,Mission: Impossible - Rogue Nation,Bad Robot
177677,Mission: Impossible - Rogue Nation,TC Productions
177677,Mission: Impossible - Rogue Nation,Alibaba Pictures Group
177677,Mission: Impossible - Rogue Nation,Odin
7978,The Wolfman,Universal Pictures
7978,The Wolfman,Stuber Productions
7978,The Wolfman,Relativity Media
5559,Bee Movie,Pacific Data Images (PDI)
5559,Bee Movie,DreamWorks Animation
5559,Bee Movie,Columbus 81 Productions
49444,Kung Fu Panda 2,DreamWorks Animation
10196,The Last Airbender,Paramount Pictures
10196,The Last Airbender,Nickelodeon Movies
10196,The Last Airbender,"Kennedy/Marshall Company, The"
10196,The Last Airbender,Industrial Light & Magic (ILM)
10196,The Last Airbender,Blinding Edge Pictures
956,Mission: Impossible III,Paramount Pictures
956,Mission: Impossible III,Cruise/Wagner Productions
956,Mission: Impossible III,Studio Babelsberg
956,Mission: Impossible III,MI 3 Film
956,Mission: Impossible III,China Film Co-Production Corporation
956,Mission: Impossible III,China Film Group Corporation (CFGC)
956,Mission: Impossible III,The Fourth Production Company Film Group
117251,White House Down,Columbia Pictures
117251,White House Down,Centropolis Entertainment
117251,White House Down,Iron Horse Entertainment (II)
117251,White House Down,Mythology Entertainment (II)
50321,Mars Needs Moms,Walt Disney Animation Studios
11619,Flushed Away,Aardman Animations
11619,Flushed Away,DreamWorks Animation
266647,Pan,Warner Bros.
266647,Pan,Moving Picture Company (MPC)
266647,Pan,Berlanti Productions
266647,Pan,RatPac-Dune Entertainment
82703,Mr. Peabody & Sherman,Pacific Data Images (PDI)
82703,Mr. Peabody & Sherman,DreamWorks Animation
82703,Mr. Peabody & Sherman,Classic Media Productions
82703,Mr. Peabody & Sherman,Bullwinkle Studios
652,Troy,Plan B Entertainment
652,Troy,Warner Bros.
652,Troy,Nimar Studios
652,Troy,Radiant Productions
652,Troy,Helena Productions
652,Troy,Latina Pictures
80321,Madagascar 3: Europe's Most Wanted,DreamWorks Animation
36669,Die Another Day,Eon Productions
43074,Ghostbusters,Columbia Pictures
43074,Ghostbusters,Village Roadshow Pictures
43074,Ghostbusters,"Montecito Picture Company, The"
43074,Ghostbusters,LStar Capital
43074,Ghostbusters,Feigco Entertainment
43074,Ghostbusters,Pascal Pictures
43074,Ghostbusters,Ghostcorps
95,Armageddon,Jerry Bruckheimer Films
95,Armageddon,Touchstone Pictures
95,Armageddon,Valhalla Motion Pictures
608,Men in Black II,Columbia Pictures
608,Men in Black II,Amblin Entertainment
608,Men in Black II,Columbia Pictures Corporation
608,Men in Black II,Parkes+MacDonald Image Nation
2310,Beowulf,Paramount Pictures
2310,Beowulf,Shangri-La Entertainment
2310,Beowulf,ImageMovers
2310,Beowulf,Paramount Animation
140300,Kung Fu Panda 3,Twentieth Century Fox Film Corporation
140300,Kung Fu Panda 3,DreamWorks Animation
140300,Kung Fu Panda 3,China Film Co.
140300,Kung Fu Panda 3,Oriental DreamWorks
56292,Mission: Impossible - Ghost Protocol,Paramount Pictures
56292,Mission: Impossible - Ghost Protocol,Skydance Productions
56292,Mission: Impossible - Ghost Protocol,Bad Robot
56292,Mission: Impossible - Ghost Protocol,TC Productions
56292,Mission: Impossible - Ghost Protocol,Revolution Sun Studios
56292,Mission: Impossible - Ghost Protocol,Kontsept Film Company
81188,Rise of the Guardians,DreamWorks Animation
7552,Fun with Dick and Jane,Imagine Entertainment
7552,Fun with Dick and Jane,Columbia Pictures Corporation
7552,Fun with Dick and Jane,JC 23 Entertainment
